800,800,11597206.08
804997,8062,2222.55
80,80,968.36
80052,808,6764.56
80,80,7.51
801090170,803,1436.79
80,818760390,64.34
814,814,22161.08
8085,80,59.06
800188,805,14.39
800,817080,1468.85
801,817487320,198.21
800,8018,684.07
10042,80,255.46
813,813,164.55
8125717,8151,11.83
800,806,11059.72
801,80,156.98
8138,816,1205.53
8052,8095,10269.65
8178,815838360,106.12
816394,81,91.59
10042,81,1242.59
8128,814717,6940.68
8182,8182,18.28
8190,8190,77339.72
80775,80,1786.95
80,81409,545.82
8069,8166,961.29
8039,80610,9.44
804,8084,3899.05
801,80583,244.78
800,8113,32.61
81,808888650,19.83
806,8077,289070.5
80,81001,185.45
80331,81331,16428.28
800,810608470,4540.58
801793040,803087,5962.73
804522,8057635,6066.23
800,800,789.03
81280,81280,5.02
80,80,24.25
10042,8021,5518.77
800,800,29799.17
8021,8034,1234.21
810299630,810299630,11.56
8019,8070,64.9
10042,816162,285.57
81770,81770,778734.84
10042,8182794,352.22
10042,80,26929.65
807476,80,29.99
8060,80,319.47
80,8121,64585.68
8089,817,834.95
80,813946,397.91
804,80,21.23
804,80,4919.27
802093,80,200.59
816,816,159237.22
808568,80,885.47
801218,80,8078.12
809,809,13.5
80386,8104,212.58
80983,80,101.38
8008101,804268540,206.24
10042,803,1894.99
8139,81820,3.73
8039723,80,937.83
80,816,1281.78
801,801,26.59
807,80,189.14
80,805,2.79
8016,806,1891.88
10042,80,143.82
802,804255,10384.35
80,80,36.91
806,806,20.35
807,80,47.16
803473,80524,3887.73
812,812,13.03
807,80,730.13
800562,80052,3698.53
805,80847,19132.58
81366,81982,8424.22
80010,80015,10.99
80,81242,10073.92
805,808430710,152.72
10042,8078744,493.12
8056,80,3227.54
809511770,8112,7260.95
8004,802350,191.31
8002,80114,2209.52
800,80288,1363.54
80099,80751,12823.48
816,8182,26050.04
80179,81,1619.09
800,80,167.2
819285090,81,2274.24
80,816,3402.61
800,80,13124.23
800504160,81,971.04
8066,80670,57.77
80,8146,279.38
809,80,29106.7
803,809263440,1109.23
8025546,803,9978.42
80367,80469,3635.26
809,80,6254.86
8038242,80613,13.01
80,814,90270.93
806860500,80,138.75
800,80,485.75
8039631,8039631,7.22
8001,806,2080.49
811,811,41647.56
80,80,1244.53
803860,80954,1158.23
8079,80,16325.36
8002,800,377.56
10042,8169,59.03
10042,807,197.96
801,815,5415.63
801,80,354831.79
8091000,8136,112.96
800,80599,288.4
803343,8184,12303.96
815172610,8178,1606.53
806,810,342.61
800,8170166,1658.4
8172508,8172508,8.0
81422,81853,282.93
80,813,6281.87
8066,80,17586.49
80712,81,7542.0
8005,808668350,679.28
80,819,126.01
8000,800,1749.55
805,812546,122.05
10042,80,850.49
80,80,17.19
80834,80,2945.19
10042,8035,126.86
80,81618,14604.44
10042,80,313.6
800,8137,1251.97
808,814,79.86
8023,819084460,1.54
81496,81497,115.16
80476,80,10664.47
8006,800,1080707.17
806,80751,75.65
10042,8015246,625.28
812,814,5875.4
808,814,155.49
803336490,8083,102.1
800349,804,225.96
8007,800,3807.43
80105,80,161.67
802319350,8114161,2335.38
80,80,364399.83
80,8182,8.61
803,803,10.77
801,805,7002.92
816,816,142570.66
817,817,3208.92
803,80,85.14
808296930,80,10.94
10042,81863,323.8
8009,808,2647.74
813,807872670,54.53
802,81,51349.83
8011,807594,9446.54
80179,805105,409.58
80,815841180,4245.89
80458,801,7.09
8012,804557,33609.46
8011,80,18935.29
10042,810,19008.45
81337,8169,6.48
807,80,14.98
80,81,12525.67
80,80,243.58
8180,8121,172.58
80,80,1597.36
800,800,1215.1
80,80,843.87
803,8174,383.77
80388,8084,82.28
80611,80,435.2
809,8181,3214.03
800609430,8107087,1656.49
8122794,8122794,9.1
80,813138,651.45
807791710,80,307.42
80,80,18.23
81429,816559880,45.34
80,8137,2085727.76
80,80,316.93
80633,80633,4187.84
808,80,170.96
81052,814,1281429.36
80,80,385.43
80,810543240,1732.15
800911410,80530,142.4
805970500,808,2366.67
80145,8020,370.83
802,8186,246.56
8055,805693290,11.26
807,80,12444.12
8013,801532220,1086.17
81480,81480,15.36
804248,80915,44.28
8001977,80339,14786.84
806,806,141.52
811,8120,15034.0
800,8050,234.66
8156500,817,3.36
804,815,60.7
800,80606,530.25
81218,81218,52036.51
809,809,5.43
80,812838920,24.83
8129889,817877,2392.09
811,815688,18.62
801448550,8030,1082.36
800,800,361.12
80,815,2026.19
80,80,775.6
803029140,819,2025.92
80611,80,139.28
8005,8061,141.92
80072,8041,19.22
8006,802,540.0
816,816,2350555.09
80,808,1956.39
800,801,4339.67
808,80,75395.34
810,811,61.46
10042,80,652817.35
80,81,4847.22
8057,808,4081.38
81272,81779,152.54
80136,80,434.3
800,80160,717.92
80,8181,15043.41
81976,81976,604.31
8008,80997,384.99
8023,8029018,1709.16
80049,806110,3.54
80,810,621.17
10042,808,28919.69
800249110,8070,5483.87
10042,804765850,133.71
804567390,80,1070.6
8113,81284,2252.22
804254430,80,1555.05
80,8173,5798.07
80,8060,41.08
809,80,3601.62
805762300,8071,48.41
8066,812742,34.15
10042,806,50667.57
80,80,15.71
802,812978,227.86
807,8163,119.83
8025,806,826.01
801,8114,455.01
10042,81,138.88
8035,8057,2757.27
807,816,2164.06
80081,81642,1050294.4
805,809,1335.4
10042,80,660.93
8068,816707,8786.59
80093,800,17894.17
800,806151490,534.06
80,8117,562.7
810,816,138093.05
80,81471,307.52
814957410,8166385,22117.55
800,803,18577.65
80081,801,60964.44
10042,809,2976.83
80,80,4671.57
802,803,17778.35
813680810,816,10.15
806,809,204.24
80,8182484,21070.96
80,80,1307428.18
80,812,26.81
802208060,8033,626106.7
8008,800,175.37
815,815,27901.1
80,80,620.03
10042,80,1058.09
8137990,8137990,4.63
8005,810,2710.99
80660,80,60.21
800661,80388,5612.15
801525850,81,3323.99
8008,801031450,168.51
801017690,802,9484.05
80,80,163.98
80,80,74.07
80,80,16.1
8004,80,162.0
816,8177,1475.39
80011,80011,3694.12
8190964,8190964,80.05
80,80,24.96
80098,800,540.02
80,81292,3305.43
808,80,160303.78
80,811865,17.89
8005,8011,158.71
80,80,727.24
8000,800815530,1529.35
810028,814,3237.02
816,816,18483.23
800,801,208.03
80444,80444,195.39
8188,8188,1349.07
806,806,3798.4
803179410,80,2044.04
800597,800,2379.08
802,804,96.08
10042,80,13885.25
8017542,80,2444.26
802056,8116,10429.39
80,813193,245.76
8058156,81,1.21
81516,81,28.59
811021550,811023610,3910.21
80,80,12319.29
802,806771800,24673.45
800,8030,2.17
10042,808,118.59
10042,81,139188.15
80,816,451.78
10042,809,390.82
80010,800113770,122.86
8010,8014,248.7
81554,8063,755.85
80,814,86.68
81102,80714,101.49
800717860,80747,20.99
80,80,1370.12
80385,805586790,1603.35
80083,8046,23048.68
8015,802,8905.43
80,80,231720.42
801,814,689.72
10042,804,609.45
8063,8102,196.27
802155690,81,56029.43
8095,8095,18354.56
806,80,3358.0
8013764,804528,1289.79
80,80,327.42
80042,800,55.3
8056,80,87.71
8106415,812241110,177.57
8004,8007135,21386.79
80,80,247.48
805054170,8121,88.44
10042,811,4.87
80,8153,12.76
800,80425,2162.4
800,804,10815.34
80,81520,202.77
802208,817289410,16975.48
800,801,99.29
8037836,8037836,968.96
80131,8160,517.82
8021,8021,1254.59
81902,81902,15.53
802055,81,9702.9
8015,808,29991.18
80,81630,79567.37
807,813364910,44874.58
80,80,96.7
816,816,280165.36
806,80,918.49
80,818312,245.65
8002240,8006,17693.9
805,8063,518.94
800,800,533.35
80243,801,34996.8
805,80,1256.99
80,80,563.61
800,802,72401.66
80124,802078170,11356.81
803823110,80899,106.38
8002,805,411.38
8005,81,2951.03
807,81,1536.16
8001,8010444,175.2
8018,816,8.76
10042,8188,17.51
8125,8125,16.34
80,8149606,1957.0
8047,806,740.61
8020,805,1225.65
805,807403,45.82
10042,81520,670640.45
8001909,8011,3482.39
8150,8150,1033.13
10042,802,3136.62
80,80,1197.1
819,819,14.34
8006497,807666190,2207.2
10042,80,6494044.88
80,80,2131.56
81808,81,125.86
807877730,80,89.24
807,8092430,416551.95
813644,816059180,18370.08
800,816407,19.98
80,80,1761.15
801231050,8060,4227.52
8054,80,403.64
80,80,0.21
801,805,453.31
80,80,3816.23
80,80,950.54
80,818,4800.43
8062,8062,15.16
81,81,12228.29
81424,81396,14.24
10042,81089,631.54
8082,8163,273.6
8158,8158,17.91
8049436,8166095,1195.85
804,80714,35.55
8007,80094,297.78
803065150,805,435.71
818,81,109953.04
807,818,606.2
10042,80044,6.65
80,80,1381.63
8018,80,669597.64
80,811487,172861.7
80037,8003,157.88
80,8112,268.94
80,809536190,54.18
800421,800,174261.48
80,80,120.41
80,8139758,126.82
8018,8064,1913.44
814,80,24.78
800393990,80076,2742.28
8016,810,390.05
802,8150,546.97
805238620,812,15230.56
816,818,17.88
806723240,8075239,6139.27
8042,80,803.36
80,80,142.17
80,80,676.11
805,81708,60.94
801282090,802,456.08
8012258,81255,1460.04
801,80,1440.47
810158,81813,34.66
805,8061,4138.35
80,80,87093.78
802651060,81,25091.9
80,81,13441.71
800,8152,1197.64
80,80,750.47
803,80470,5851.56
8092,80,285749.25
80036,80804,23.14
80,81,2977.19
800,80,115.5
80,80,1029.47
803869390,810,366.15
809,809,22.72
801684670,815,1777.13
809018,8185,3277.35
10042,81,588.84
8062,800,32.65
814215380,817251,308.98
80,810,6637.93
80,81569,35898.83
8055,81955,910.33
804842040,807,383.38
800,800,41221.6
801,8040,2440.93
80899,80899,39426.19
801436,80,884.25
8004,8093228,1012.71
800,80,16381.64
10042,81301,61826.82
807,807,1370.24
80,81,763.06
8179860,817985800,2434.4
81796,81964,1191.5
80406,804392,5064.67
806,806,13.33
8082,80,5677.37
807457980,80,844.68
800,80,212.76
8005,80766,22380.12
8079,815,2381.71
819,81,331794.19
10042,814,134.43
80,80,909478.16
810,80,3557.72
10042,807,1214.63
803,8094804,1755.55
802,80,144.07
80772,81,700.35
8018,80,6.14
800,803,170.84
8108345,8114,493.79
810127,812248,615.01
80,80,3.29
803,803,252.96
8133,8133,61.2
80,816869,709.43
8072277,80,1262.26
8023,8023,4020.83
816471,816471,19035.75
8016,81205,9784.35
10042,816356570,69341.31
8011433,801144,16267497.0
80215,802,989.04
800225780,8002,2030.25
8014988,80,26372.3
814,81606,113.8
8011,809,26.61
10042,80,805.61
10042,81,138.9
80129,8069,716.39
8012,8012,11227.49
80978,80,3106.84
8079,8079,7148.77
10042,816955580,646.67
8004,8193,134356.35
816,81,524.39
810,81853,54201.73
80,815,7356.88
8182,818461890,4733.3
80022,800,26.52
804,804,992.87
800202580,800706120,4919.7
80791,80791,21.08
80,800,157.45
810415220,810415220,16.62
81171,81,469.28
812,818854,200.16
809904440,819,518.6
8136,81,1730.45
10042,812,3578.25
81,81,5032.78
806,81,8878.57
814,814,13.34
802,80,3512.72
807,807,18009.12
800057,8008807,1190.35
80,80,8.91
10042,800,116.01
10042,80,3110.8
81,81,12.38
807,80848,151.04
10042,8136,55.24
8047,8145,534.0
10042,816566710,11671.45
8060,80755,21.78
8045,813947400,40.02
80,80,224.15
10042,80,13067.71
804448,80,6613.15
8159977,81824,2244.56
80,80,122.39
803,806192460,1821.49
8009,8019,19766.81
806,80,178.14
809613,809613,141858.51
80856,816,95.0
803,80,105.86
808,80,1760.47
80,80,12.6
803,8077,16.48
808,80,10945.52
8003,80866,752.31
807327,807327,26970.44
8072,80,568.64
80190,806,300863.23
808246,80,319.66
800,806,528.06
806,80,514.78
80137,80137,799.57
800,8036,809.99
801,81773,137583.58
803,8055615,20326.46
10042,806,54.03
8106,8106,951.11
800,80,450.46
806,806,18.63
803,815116,1776.37
810,816025770,71.55
804,804,277777.22
80,81,12584348.94
800,802,942.14
809,809,9521.96
8062,8076,7289.75
10042,805458,6987.74
8034333,8185,1460.74
8052,80,1765.53
80,80,4650.27
803801820,81834,114518.05
80,80,504.27
800,806,1231.17
10042,800379250,687.03
800,8087,75.77
807,817748480,2344.11
805,809638,78.88
806367,80,1694.68
80,8139,168.88
805696,80569,231.61
80597,814,472.49
800,803179,242.47
8019,8019,10.28
8010,8035151,1108.91
80178,803,3731.69
8018,80216,135.46
10042,806153310,985.08
8025178,814,13.81
801,808023,443.81
8049,80,149.34
80,814,964.68
806,81420,44.81
800,800,3967.1
817,817,21.37
80,810155500,2963.88
80089,802118,85.46
801,80,6135.98
8020900,809,440.67
80,8151946,584.23
806,806,16.24
802,8125193,280.63
8016859,80,59.88
80,8141,1599.72
806,808608490,79810.4
10042,819,3750.42
800,80,932.75
80041,8005,375.26
8136,8136,419787.55
803,8119,48.31
8023,8023,3254.49
10042,8043,58.13
800,8056,4147.95
813907,813,133.99
10042,80,2487.96
10042,816617320,3694.55
80,80,96.01
80036,8138,3688.19
819,811,7.85
10042,811,2417.75
8080051,817677380,249.36
8131,8131,173080.08
816332900,816332900,3.99
801488,80,7.89
10042,802,1137.04
81003,816,106.19
816,8191,859.75
801425,8108,1171.98
805,80737,44.13
802,80,1406.25
802651860,803002340,2706.12
800,801373,25487.12
807,807,879.72
800539,802528,830.71
800,801564,3522.11
806291,8077,183.41
8011,808397900,18398.45
80598,80598,6158.18
80,80,1109.11
80,80,294.53
80402,80,137.89
814,814,5.0
800,817770840,44.0
800,80,677.16
807896790,808809050,24.23
803,81,2600.28
800,80582,304.87
10042,8171,2092.76
8070,81,2169.35
805,80,247.85
80013,800859080,24426.43
801,800,363.19
803,806334,802.79
806,80939,7367.09
800253170,80088,2109.67
806,8071,54.03
813990050,813989910,310.15
80,81,620.81
807,807,402.29
80,814,519.54
80,816,95.63
800914,800,297.72
807,80,9426.64
800,8084,31590.56
809036,809036,18.2
80,818,134.01
800,817,123409.03
801,8030,169.65
10042,81475,9759.38
8047,80,23902.57
10042,8007722,28.22
8063,812930,5669.99
806,808,57.07
10042,804384,2118.61
8015,8018,557.97
804,807,673.51
10042,801,2980.09
80,80,291.49
800541,801043,602381.89
810,817,2247.37
800,800,28.61
8004,803351,21658.43
800,802,151.5
80,80,10993.22
8005,81381,295.31
801367350,801,95.1
10042,80,3747.4
8000581,8000581,770096.81
8042088,8042076,871.36
8020,80301,4649962.81
808,812,164.33
80,8182,1161.08
8065,80,2372.83
80,80,1243.97
80,80,2209.26
800756,80214,5528.93
809,80676,5.99
800,809,255.29
808549560,809,118.13
801706,8031,52.01
800,805,1155.05
8037,80423,2487.47
81,81,18.11
8017,804553210,11909.14
804429090,811,167.61
8074540,80,2481.21
804798380,8080,380.59
10042,81428,6223.43
81630,81821,2215.38
80,80,353.1
8185,80,62.58
803,808,3172.41
80,8152,1165064.99
80776,80776,30833.15
804751,80,196.03
80080,8034,37288.4
8037,8037,99.15
808585,8125,1655851.97
801,808854,237.73
817,817,88.18
800158,80061,12310.69
80,8139,511.12
803,804,371.62
80,80,62.14
8009341,80303,1229.4
811529080,8133748,164924.41
8019,80,263.71
8113,810416,37.58
10042,816466890,275.95
805,81,250319.6
80,81332,2382.68
808,808,13.51
800,803,5816.14
10042,816,1094111.59
806,816,20.8
81,80562,31.46
8072,810718,2090.49
806906120,806906120,7783.77
8062,80,13925.28
801525610,8041,27.59
805,80618,173862.62
80,80,411.81
801,804,37.04
806,80830,323.87
8015,802,1807.97
80063,80212,14369.2
80,814,592.59
800,805,53495.75
800,8085,1467.62
80,80,2188.74
801,804,2358.06
80064,80064,241694.11
8043810,816,6.98
80,809,808.29
8015,80,1180.76
80015,8115288,1758.98
8032,803,740.43
806,80,351.01
803,80,1931.86
817762220,817762220,3.79
80,8182,340.71
80,814,122.84
8009,80,13244.16
10042,81218,1117.38
817444200,817444200,206.9
801,8093,410.36
10042,800,99.54
816,816,64.47
80,80,19.85
8012,8012,11.93
806,80,4.24
10042,808201,18514.58
800192110,800216650,348.03
8033,8033,1726.4
80,8100,59380.6
800725920,800725920,19.53
80,817281880,42111.83
803890,808521,4872.82
806,8098,4983.31
802047190,810501,13567.37
813,813,69445.59
80,80,808.83
80,80,2371.97
812,81,15189.48
10042,819,12040.34
806357,80,342.56
80,813,148859.6
10042,807555,579.22
80,80,143.03
10042,805,54646.17
800553020,8080207,220.05
801,801,9568.75
803,805310,166.57
8017,812350200,519.66
80,80,353.09
10042,80,87519.85
800575,80,7.17
8158,8158,14.41
805,8082853,253.07
8011,802,365209.61
801609510,80,3487.84
800,8057,6.13
807,80,33.01
800,801766,145.52
80018,807635730,2529.18
80,8186228,133.88
810,810,461.27
806076100,819,571760.26
8006,800,68796.06
80085,80093,700.06
809131,81,267.09
8063018,80774,1915.54
8053589,8058471,344.11
10042,814187030,1251.71
80,80,1800.47
81,806914650,6.68
80,8144,856.87
803,8147779,970715.77
81645,818847800,17029.14
808,80,239.62
80,80,12035.0
81964,81964,358.94
80606,808,703.26
80,80,4729.97
800,8199914,553.11
10042,8158,4531.22
801,8113,2214.73
801,80,7070.57
80454,80454,9.97
8035,8150,2559.25
801910,80,99.9
80,8149253,48.76
80190,80190,24.49
8043,814,9700.29
800,800,475.55
804132,81,1392712.43
80,816428,1853.84
807319760,812,6637.11
800175030,8001,64.41
8002452,818,145.85
80,810,3731.44
8063,807,769.7
80,8151,4.23
80,80,3820.64
81,8034,31.84
812540460,8188,902983.59
8023,805,602.08
